01-19-13-29-51-04,6/29/2018,207237172.00,0
31-24-45-19-34-52,7/1/2018,214636668.00,0
07-57-50-01-10-02,7/3/2018,221446600.00,0
56-26-04-51-49-18,7/6/2018,229442300.00,0
35-17-28-33-22-25,7/8/2018,236748668.00,0
47-15-48-03-35-56,7/10/2018,243951112.00,0
02-51-32-47-17-24,7/13/2018,252096984.00,0
55-29-31-57-14-20,7/15/2018,259793448.00,0
22-03-57-58-54-14,7/17/2018,266418692.00,0
24-06-55-03-28-27,7/20/2018,274982724.00,0
45-50-34-02-43-11,7/22/2018,282442304.00,0
51-37-40-07-29-05,7/24/2018,289617284.00,0
43-24-06-25-28-40,7/27/2018,298136492.00,0
39-09-56-26-29-34,7/29/2018,306110404.00,0
14-03-51-32-21-48,7/31/2018,314131888.00,0
53-26-15-45-46-03,8/3/2018,324670212.00,0
47-16-29-51-18-54,8/5/2018,334328944.00,0
31-07-34-14-39-50,8/7/2018,343538300.00,0
38-35-37-15-56-45,8/10/2018,354665384.00,0
01-13-42-24-53-56,8/12/2018,363917684.00,0
16-43-31-44-18-37,8/14/2018,373545444.00,0
43-19-36-17-07-44,8/17/2018,385209020.00,0
16-17-15-05-23-54,8/19/2018,395659120.00,0
53-10-52-19-08-58,8/21/2018,406162932.00,0
04-27-49-16-47-41,8/24/2018,420202552.00,0
43-54-39-14-46-36,8/26/2018,432811540.00,0
28-29-08-40-33-04,8/28/2018,446795172.00,0
03-30-38-19-54-07,8/31/2018,467068348.00,0
41-51-28-30-54-24,9/2/2018,485363060.00,0
07-08-41-25-13-30,9/4/2018,503330392.00,0
17-06-55-54-20-27,9/7/2018,528487576.00,0
24-35-56-38-28-42,9/9/2018,551720748.00,0
33-30-03-43-18-19,9/11/2018,574579336.00,0
52-32-55-17-07-40,9/14/2018,601502936.00,0
34-15-39-53-36-43,9/16/2018,625503012.00,0
04-35-50-08-47-44,9/18/2018,650886268.00,0
06-47-41-55-28-10,9/21/2018,679409304.00,0
58-08-34-29-35-38,9/23/2018,704720320.00,0
50-21-51-19-53-48,9/25/2018,734038468.00,0
46-25-55-26-50-57,9/28/2018,774030800.00,0
34-30-32-20-03-23,9/30/2018,809365820.00,0
30-41-53-04-02-54,10/2/2018,849578320.00,0
01-30-27-36-49-12,10/5/2018,903290152.00,0
45-21-02-30-07-10,10/7/2018,954503164.00,0
